,date,price,currency_name
444,2013-09-16,96.01799774169922,CAD
445,2013-09-17,95.98600006103516,CAD
446,2013-09-18,96.23999786376953,CAD
447,2013-09-19,96.02400207519531,CAD
448,2013-09-20,96.78500366210938,CAD
449,2013-09-23,96.38999938964844,CAD
450,2013-09-24,96.0,CAD
451,2013-09-25,95.79000091552734,CAD
452,2013-09-26,95.35199737548828,CAD
453,2013-09-27,95.91000366210938,CAD
454,2013-09-30,94.83300018310547,CAD
455,2013-10-01,95.27999877929688,CAD
456,2013-10-02,94.71199798583984,CAD
457,2013-10-03,94.19999694824219,CAD
458,2013-10-04,94.13999938964844,CAD
459,2013-10-07,94.45600128173828,CAD
460,2013-10-09,93.54100036621094,CAD
461,2013-10-10,93.77999877929688,CAD
462,2013-10-11,94.3030014038086,CAD
463,2013-10-14,94.8290023803711,CAD
464,2013-10-15,95.26499938964844,CAD
465,2013-10-16,95.00199890136719,CAD
466,2013-10-17,95.73500061035156,CAD
467,2013-10-18,95.12000274658203,CAD
468,2013-10-21,95.10299682617188,CAD
469,2013-10-22,95.25199890136719,CAD
470,2013-10-23,95.33999633789062,CAD
471,2013-10-24,93.81999969482422,CAD
472,2013-10-25,93.46199798583984,CAD
473,2013-10-28,93.41999816894531,CAD
474,2013-10-29,93.44999694824219,CAD
475,2013-10-30,93.75800323486328,CAD
476,2013-10-31,93.98999786376953,CAD
477,2013-11-01,94.24400329589844,CAD
478,2013-11-04,94.73999786376953,CAD
479,2013-11-05,94.62899780273438,CAD
480,2013-11-06,94.197998046875,CAD
481,2013-11-07,94.63300323486328,CAD
482,2013-11-08,93.90499877929688,CAD
483,2013-11-11,94.58200073242188,CAD
484,2013-11-12,94.66400146484375,CAD
485,2013-11-13,94.91999816894531,CAD
486,2013-11-14,94.94300079345703,CAD
487,2013-11-15,95.72000122070312,CAD
488,2013-11-18,96.11299896240234,CAD
489,2013-11-19,95.69499969482422,CAD
490,2013-11-20,95.7959976196289,CAD
491,2013-11-21,95.80000305175781,CAD
492,2013-11-22,96.30000305175781,CAD
493,2013-11-25,96.03600311279297,CAD
494,2013-11-26,96.25,CAD
495,2013-11-27,96.0,CAD
496,2013-11-28,96.44999694824219,CAD
497,2013-11-29,96.58999633789062,CAD
498,2013-12-02,96.45999908447266,CAD
499,2013-12-03,96.69200134277344,CAD
500,2013-12-04,96.16999816894531,CAD
501,2013-12-05,95.88700103759766,CAD
502,2013-12-06,95.51899719238281,CAD
503,2013-12-09,96.76699829101562,CAD
504,2013-12-10,97.06099700927734,CAD
505,2013-12-11,96.9020004272461,CAD
506,2013-12-12,96.74400329589844,CAD
507,2013-12-13,97.2750015258789,CAD
508,2013-12-16,97.50299835205078,CAD
509,2013-12-17,97.22000122070312,CAD
510,2013-12-18,96.76399993896484,CAD
511,2013-12-19,97.22799682617188,CAD
512,2013-12-20,97.67900085449219,CAD
513,2013-12-23,97.71800231933594,CAD
514,2013-12-24,98.12100219726562,CAD
515,2013-12-25,97.98799896240234,CAD
516,2013-12-26,98.23600006103516,CAD
517,2013-12-27,98.46099853515625,CAD
518,2013-12-30,98.33000183105469,CAD
519,2013-12-31,98.54000091552734,CAD
520,2014-01-01,99.03299713134766,CAD
521,2014-01-02,98.9229965209961,CAD
522,2014-01-03,98.23999786376953,CAD
523,2014-01-06,98.66200256347656,CAD
524,2014-01-07,97.72000122070312,CAD
525,2014-01-08,97.16999816894531,CAD
526,2014-01-09,96.83999633789062,CAD
527,2014-01-10,96.62799835205078,CAD
528,2014-01-13,95.2969970703125,CAD
529,2014-01-14,94.7300033569336,CAD
530,2014-01-15,95.13999938964844,CAD
531,2014-01-16,95.5,CAD
532,2014-01-17,95.36199951171875,CAD
533,2014-01-20,95.03199768066406,CAD
534,2014-01-21,95.12699890136719,CAD
535,2014-01-22,94.99099731445312,CAD
536,2014-01-23,94.22000122070312,CAD
537,2014-01-24,92.99400329589844,CAD
538,2014-01-27,92.24400329589844,CAD
539,2014-01-28,92.33999633789062,CAD
540,2014-01-29,92.58300018310547,CAD
541,2014-01-30,91.45999908447266,CAD
542,2014-01-31,92.06999969482422,CAD
543,2014-02-03,91.8499984741211,CAD
544,2014-02-04,91.03199768066406,CAD
545,2014-02-05,91.71099853515625,CAD
546,2014-02-06,91.55000305175781,CAD
547,2014-02-07,92.16300201416016,CAD
548,2014-02-10,92.85299682617188,CAD
549,2014-02-11,92.35099792480469,CAD
550,2014-02-12,93.11000061035156,CAD
551,2014-02-13,93.16000366210938,CAD
552,2014-02-14,93.08000183105469,CAD
553,2014-02-17,92.5260009765625,CAD
554,2014-02-18,93.13300323486328,CAD
555,2014-02-19,93.4209976196289,CAD
556,2014-02-20,92.40599822998047,CAD
557,2014-02-21,92.13700103759766,CAD
558,2014-02-24,92.22799682617188,CAD
559,2014-02-25,92.63700103759766,CAD
560,2014-02-26,92.11499786376953,CAD
561,2014-02-27,91.83999633789062,CAD
562,2014-02-28,91.77400207519531,CAD
563,2014-03-03,91.54900360107422,CAD
564,2014-03-04,91.51000213623047,CAD
565,2014-03-05,92.11399841308594,CAD
566,2014-03-06,92.78099822998047,CAD
567,2014-03-07,93.7490005493164,CAD
568,2014-03-10,93.02999877929688,CAD
569,2014-03-11,92.86299896240234,CAD
570,2014-03-12,92.5469970703125,CAD
571,2014-03-13,92.44100189208984,CAD
572,2014-03-14,91.84700012207031,CAD
573,2014-03-17,91.30799865722656,CAD
574,2014-03-18,92.08000183105469,CAD
575,2014-03-19,91.12000274658203,CAD
576,2014-03-20,91.08000183105469,CAD
577,2014-03-21,91.08599853515625,CAD
578,2014-03-24,91.05699920654297,CAD
579,2014-03-25,91.25,CAD
580,2014-03-26,91.60099792480469,CAD
581,2014-03-27,91.78600311279297,CAD
582,2014-03-28,92.59200286865234,CAD
583,2014-03-31,93.08100128173828,CAD
584,2014-04-01,93.375,CAD
585,2014-04-02,93.93699645996094,CAD
586,2014-04-03,94.13400268554688,CAD
587,2014-04-04,94.14299774169922,CAD
588,2014-04-07,94.08899688720703,CAD
589,2014-04-08,93.88700103759766,CAD
590,2014-04-09,93.26899719238281,CAD
591,2014-04-10,93.84500122070312,CAD
592,2014-04-11,92.72799682617188,CAD
593,2014-04-14,92.41000366210938,CAD
594,2014-04-15,92.90899658203125,CAD
595,2014-04-16,92.6969985961914,CAD
596,2014-04-17,92.82599639892578,CAD
597,2014-04-18,93.04499816894531,CAD
598,2014-04-21,93.02999877929688,CAD
599,2014-04-22,93.1500015258789,CAD
600,2014-04-23,93.0459976196289,CAD
601,2014-04-24,92.89800262451172,CAD
602,2014-04-25,92.80000305175781,CAD
603,2014-04-28,92.51399993896484,CAD
604,2014-04-29,92.97000122070312,CAD
605,2014-04-30,93.60600280761719,CAD
606,2014-05-01,93.18900299072266,CAD
607,2014-05-02,93.25299835205078,CAD
608,2014-05-05,93.0719985961914,CAD
609,2014-05-06,93.16999816894531,CAD
610,2014-05-07,93.35299682617188,CAD
611,2014-05-08,93.46499633789062,CAD
612,2014-05-09,93.77200317382812,CAD
613,2014-05-12,93.44999694824219,CAD
614,2014-05-13,93.72599792480469,CAD
615,2014-05-14,93.69999694824219,CAD
616,2014-05-15,93.51200103759766,CAD
617,2014-05-16,93.29100036621094,CAD
618,2014-05-19,93.43399810791016,CAD
619,2014-05-20,93.33899688720703,CAD
620,2014-05-21,92.81500244140625,CAD
621,2014-05-22,92.90899658203125,CAD
622,2014-05-23,93.38999938964844,CAD
623,2014-05-26,93.7699966430664,CAD
624,2014-05-27,93.81600189208984,CAD
625,2014-05-28,93.91000366210938,CAD
626,2014-05-29,93.55000305175781,CAD
627,2014-05-30,93.81999969482422,CAD
628,2014-06-02,93.93199920654297,CAD
629,2014-06-03,93.93199920654297,CAD
630,2014-06-04,93.91000366210938,CAD
631,2014-06-05,93.82099914550781,CAD
632,2014-06-06,93.76000213623047,CAD
633,2014-06-09,93.73899841308594,CAD
634,2014-06-10,93.94599914550781,CAD
635,2014-06-11,93.86299896240234,CAD
636,2014-06-12,93.81999969482422,CAD
637,2014-06-13,93.6520004272461,CAD
638,2014-06-16,93.88400268554688,CAD
639,2014-06-17,93.89600372314453,CAD
640,2014-06-18,94.03500366210938,CAD
641,2014-06-19,94.01499938964844,CAD
642,2014-06-20,94.19000244140625,CAD
643,2014-06-23,94.9000015258789,CAD
644,2014-06-24,94.9209976196289,CAD
645,2014-06-25,94.82499694824219,CAD
646,2014-06-26,94.93699645996094,CAD
647,2014-06-27,95.04299926757812,CAD
648,2014-06-30,95.072998046875,CAD
649,2014-07-01,94.91500091552734,CAD
650,2014-07-02,95.45999908447266,CAD
651,2014-07-03,95.45600128173828,CAD
652,2014-07-04,96.04399871826172,CAD
653,2014-07-07,95.86799621582031,CAD
654,2014-07-08,95.2699966430664,CAD
655,2014-07-09,95.04499816894531,CAD
656,2014-07-10,95.32099914550781,CAD
657,2014-07-11,95.0979995727539,CAD
658,2014-07-14,94.47599792480469,CAD
659,2014-07-15,94.71399688720703,CAD
660,2014-07-16,94.49500274658203,CAD
661,2014-07-17,94.62300109863281,CAD
662,2014-07-18,94.02999877929688,CAD
663,2014-07-21,94.34600067138672,CAD
664,2014-07-22,94.43000030517578,CAD
665,2014-07-23,94.4800033569336,CAD
666,2014-07-24,94.58399963378906,CAD
